Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
For-Kids	What is the title of chapter 11 of the book Harry Potter and the Chamber of Secrets?	Quidditch	The Dueling Club	The Writing on the Wall	The Rogue Bludger	The Dueling Club
For-Kids	In the book Harry Potter and the Chamber of Secrets, what did Ron keep on doing to his Charms homework?	scribbling on it	poking holes in it	making finger prints on it	dropping ink blots on it	dropping ink blots on it
For-Kids	What was the first spell cast at the dueling match in the book Harry Potter and the Chamber of Secrets?	Sarpensortia	Wingardium Leviosa	Expelliarmus	Rictusempra	Expelliarmus
For-Kids	In the book Harry Potter and the Chamber of Secrets, Tom Riddles diary falls into whose hands?	Rons	Hermiones	Ginnys	Harrys	Ginnys
For-Kids	Who does Malfoy want to be headmaster in Harry Potter and the Chamber of Secrets?	Professor Snape	Professor McGonagall	himself	his dad	Professor Snape
For-Kids	Does 10 X 10 give 100?	No	Yes			Yes
For-Kids	How much is 1 + 1?	2	11	4	3	2
For-Kids	If I have ten apples and I give them all to another person, how many do I have left?	9	0	10	7	0
For-Kids	If you put 1 gram of steel on one scale and 1 gram of feathers on another one, which one would weigh more?	The steel	The feathers	None of these	They would be equal	They would be equal
For-Kids	If Joe had $900 dollars in life savings and he bought a refrigerator for $600 dollars, how much money would he have left?	$200	$350	$300	$400	$300
For-Kids	3.2 are the first numbers in the important mathematical constant pi.	True	False			False
For-Kids	In mathematics, is a right angle equal to 100 degrees?	No	Yes			No
For-Kids	What is the final result of the following equation: 3 X 6 X 9 X 0 X 12 X 32 X 2 = ?	124,416	9999999	0	124,934	0
For-Kids	100 multiplied by 0.3 gives 3.00.	True	False			False
For-Kids	Which of these is NOT part of the full name of the fictional character Albus Dumbledore?	Brian	Percival	Roderick	Wulfric	Roderick
For-Kids	After graduating from the fictional Hogwarts school, Albus Dumbledore went on to teach this class before becoming headmaster.	Defense Against the Dark Arts	Transfiguration	Care of Magical Creatures	Potions	Transfiguration
For-Kids	According to the Harry Potter books Albus Dumbledore liked Dementors.	False	True			False
For-Kids	In Harry Potter and the Half-Blood Prince we find out that Albus Dumbledore destroyed one of Voldemorts horcruxes. In what item was the horcrux contained?	Ring	Diary	Necklace	Sword	Ring
For-Kids	In the Harry Potter series, one of Albus Dumbledores closest friends and companions is Fawkes, a creature that resides in Dumbledores office. What kind of creature is Fawkes?	Owl	Phoenix	Demon	Mouse	Phoenix
For-Kids	Professor Albus Dumbledores office at the fictional Hogwarts school is protected by a statue of a gargoyle.	False	True			True
For-Kids	What is Albus Dumbledores favorite flavor of jam as revealed in Harry Potter and the Half-Blood Prince?	Raspberry	Blueberry	Blackberry	Strawberry	Raspberry
For-Kids	What is the opposite of cold?	humid	hot	dry	wet	hot
For-Kids	The opposite of open is closed.	False	True			True
For-Kids	What is the opposite of wrong?	blue	right	maybe	farm	right
For-Kids	What is the opposite of happy?	missing	sad	purple	mad	sad
For-Kids	Which of the following words is NOT an opposite of big?	small	little	huge	miniscule	huge
For-Kids	A word with a meaning opposite to that of another word is called a synonym.	True	False			False
For-Kids	The opposite of major is minor.	True	False			True
For-Kids	What is the opposite of above?	top	beside	below	green	below
For-Kids	What were the first names of Harry Potters parents?	Abbie, Harry	Liiy, Harry	Lilly, James	Abbie, James	Lilly, James
For-Kids	Which of these characters is Harry Potters best friend?	Dudley	Ron	George	Fred	Ron
For-Kids	Which of the following are Harry Potters enemies at school?	Sirius, Remus	Malfoy, Neville	Dumbledore, Snape	Malfoy, Snape	Malfoy, Snape
For-Kids	Although Harry Potter has a crush on Cho Chang, he ends up with Ginny.	False	True			True
For-Kids	Does Daniel Radcliffe portray Harry Potter?	Yes	No			Yes
For-Kids	Who was the potions teacher during Harry Potters sixth year at Hogwarts?	Albus Dumbledoor	Fred Weasley	Serverus Snape	Horace Slughorn	Horace Slughorn
For-Kids	Fictional character Ron Weasley has male siblings only.	True	False			False
For-Kids	In the Harry Potter books, Professor Binns is a ghost that teaches History of Magic.	True	False			True
For-Kids	Who accused Hermione of having a thing for famous wizards in Harry Potter and the Goblet of Fire?	Madame Maxime	Mr. Crouch	Ludo Bagman	Rita Skeeter	Rita Skeeter
For-Kids	What is Lord Voldemorts real name?	Tom Voldemort Riddle	Tom Marvolo Riddle	Tom Marvolo Gaunt	Voldemort Tom Riddle	Tom Marvolo Riddle
For-Kids	This continent is where Canada, The United States of America, and Mexico are located.	Europe	South America	North America	Africa	North America
For-Kids	This ocean is bordered by North and South America on the west and Europe and Africa on the east.	Indian	Atlantic	Arctic	Pacific	Atlantic
For-Kids	In the Harry Potter series, Hagrid got kicked out of Hogwarts for possessing what giant creature?	A griffon	A giant spider	A basilisk	Crumple Horned Snorkak	A giant spider
For-Kids	In the Harry Potter books, Hagrid was forbidden to use an actual wand. What did he use instead?	A pink umbrella	A cane	A tree branch	A walking stick	A pink umbrella
For-Kids	Hagrid from the Harry Potter series once cared for a creature named Norbert. What was Norbert?	A three-headed dog	A giant Spider	A hippogriff	A dragon	A dragon
For-Kids	In the Harry Potter series Hagrid gets this flying object from Sirius Black and uses it as his main form of transport.	A Carpet	A motorcycle	A ship	A broom	A motorcycle
For-Kids	Hagrid dies in the last installment of the Harry Potter series entitled Harry Potter and the Deathly Hallows.	False	True			False
For-Kids	What is the name of Harry Potters cousin who often teases and bullies him?	Malfoy	Hagrid	Dudley	Ronald	Dudley
For-Kids	What is the first name of Harry Potters mother?	Pearl	Hermione	Lily	Angel	Lily
For-Kids	Professor McGonagall teaches Transfiguration at the fictional Hogwarts school.	True	False			True
For-Kids	The name of Harry Potters owl is Fawkes.	True	False			False
For-Kids	What is the name of Ronald Weasleys younger sister in the Harry Potter books?	Hermione	Ginny	Penelope	Petunia	Ginny
For-Kids	This professor dislikes Harry Potter and unfairly punishes him while favouring Slytherin students.	Professor Sprout	Professor Snape	Professor Dumbledore	Professor McGonagall	Professor Snape
For-Kids	What is the name of the Hogwarts house where Harry Potter stayed?	Slytherin	Gryffindor	Ravenclaw	Hufflepuffs	Gryffindor
For-Kids	What are the names of the famous Weasley twins in the Harry Potter series?	Mary and Maria	Al and Ron	Fred and George	Arthur and Artlene	Fred and George
For-Kids	Harry Potter was the seeker of Gryffindors Quidditch Team.	False	True			True
For-Kids	What is the name of the hippogriff that hurt Draco Malfoy in the book Harry Potter and the Prisoner of Azkaban?	Norbert	Buckbeak	Twinky	Aragon	Buckbeak
For-Kids	Who wrote the book Harry Potter and the Prisoner of Azkaban?	Judy Blum	J. K. Rowling	E. B. White	J. R. Rowling	J. K. Rowling
For-Kids	What is the form into which Harry Potters godfather transforms in the book Harry Potter and the Prisoner of Azkaban?	A dog	A snake	A bird	A cat	A dog
For-Kids	What is the name of the new Defence Against the Dark Arts teacher who first appears in the novel Harry Potter and the Prisoner of Azkaban?	Professor Lupin	Professor Moody	Professor Binns	Professor Dumbledore	Professor Lupin
For-Kids	What did the Defence Against the Dark Arts professor teach Harry after the quidditch match in the book Harry Potter and the Prisoner of Azkaban?	A way to become invisible	How to get rid of a boggart	How to sleep without any dreams	The Patronus Charm	The Patronus Charm
For-Kids	How does Harry Potter go to Hogsmede in the third book of the series?	He uses the marauders invisible cloak.	None of these	He uses only the marauders map.	He uses the marauders map and his invisibility cloak.	He uses the marauders map and his invisibility cloak.
For-Kids	In Harry Potter and the Prisoner of Azkaban, when Snape taught the Defence Against the Dark Arts, what was the subject the class talked and read about?	Werewolves	Hippogriffs	Mermaids	Boggarts	Werewolves
For-Kids	What is the device that Hermione uses to travel back in time in Harry Potter and the Prisoner of Azkaban?	Time Turner	Hourglass	Changer of Time	Time Stopper	Time Turner
For-Kids	Do Harry and Hermione go somewhere, without Ron, at the end of the movie Harry Potter and the Prisoner of Azkaban?	Yes	No			Yes
For-Kids	In Andersens fairy tale The Princess and the Pea, a young woman arrives at the royal familys gate and claims to be a real princess. Who decides to test the validity of her claim by placing a pea under her mattresses?	the Queen	the King	the Princes sister	the Prince	the Queen
For-Kids	Who takes Hansel and Gretel to the forest and abandons them there in Grimms classic fairy tale?	their father	the with	their stepfather	their mother	their father
For-Kids	Which of these fairy tales by Danish author Hans Christian Andersen has a happy ending?	The Snow Queen	All of these	The Little Match Girl	The Little Mermaid	The Snow Queen
For-Kids	In what fairy tale does a curious wife find the dead bodies of her husbands previous wives?	Beauty and the Beast	King Thrushbeard	Rumpelstiltskin	Bluebeard	Bluebeard
For-Kids	In the fairy tale The Musicians of Bremen, four animals decide to become musicians upon finding that they are no longer useful to their owners. Which of the following is not one of the four animals?	a pig	a rooster	a cat	a donkey	a pig
For-Kids	Which magic object is not correctly matched with the fairy tale?	Aladdin - a lamp	The Little Mermaid - a key with drops of blood on it	Snow White - a mirror	The Wild Swans - nettle shirts	The Little Mermaid - a key with drops of blood on it
For-Kids	What popular fairy tale is not a recorded folktale, but an original work?	Rapunzel	Sleeping Beauty	The Emperors New Clothes	The Wolf and the Seven Young Kids	The Emperors New Clothes
For-Kids	Why does Belle have to live in the castle with the Beast in the fairy tale The Beauty and the Beast?	because she picked up a flower from the Beasts garden	because her sisters have stolen an enchanted mirror and a ring from the Beast	because her father picked up a flower from the Beasts garden	because her sisters have stolen jewelry from the Beast	because her father picked up a flower from the Beasts garden
For-Kids	What are the names of the Princess and the Prince in the 1959 Disney animated feature, based on Charles Perrault classic tale Sleeping Beauty?	The Princess is named Aurora, the Prince is anonymous.	Briar-Rose and Stefan	Aurora and Philip	They are anonymous.	Aurora and Philip
For-Kids	What diminutive fairy tale character encounters a toad, a beetle, a mouse, a mole and a swallow?	Tom Thumb	The Steadfast Tin Soldier	Hop o My Thumb	Thumbelina	Thumbelina
For-Kids	Joe has 20 apples. He gave 2 away to a friend and then he ate one. How many apples did he have after that?	20	17	19	16	17
For-Kids	What does x equal in this equation?	8	2	6	4	2
For-Kids	Can 37 be divided into 2 evenly?	True	False			False
For-Kids	What is the answer to the following:	5	0	10	2	5
For-Kids	The reciprocal of 3/4 is 1 1/3.	False	True			True
For-Kids	What is the square root of 121?	10	11	12	13	11
For-Kids	Is this correct?	No	Yes			Yes
For-Kids	One angle in a triangle is 47 degrees and the second angle is 106 degrees. How many degrees are in the third angle?	37	27	207	17	27
For-Kids	What is the missing number?	16	17	15	14	16
For-Kids	You have a right-angled triangle. You know that one leg is 3 cm long and the second leg is 4 cm long. What is the length of the hypotenuse of that triangle?	4	5	7	6	5
For-Kids	Founded in 1607, this was the first successful English settlement in what is now the United States.	Jamestown in present day Virginia	Boston in present day Massachusetts	Providence in what is present day Rhode Island	Charlestown in present day South Carolina	Jamestown in present day Virginia
For-Kids	Up until 1763, the English and this other European nation fought a series of wars and smaller conflicts to see who would dominate what is now the US and Canada.	Holland	France	Germany	Spain	France
For-Kids	What was the biggest issue that eventually led to the English colonies rebellion against their mother country and sparked the American Revolutionary War?	whether the English Parliament or colonial assemblies would control taxes in the colonies	religious differences between American colonists and Britain	restrictions on the number of English persons who could move to the English colonies	disagreements between Parliament and the colonies over relations with the Native Americans (Indians)	whether the English Parliament or colonial assemblies would control taxes in the colonies
For-Kids	Which of these statements about George Washington is true?	all of these	He was the first president of the United States.	He was a successful Virginia plantation owner.	He was commander of the American Continental Army during the Revolutionary War.	all of these
For-Kids	The final victory in the American Revolutionary War which convinced the British to grant independence to their former colonies was a victory won by combined French and American forces at this place.	Yorktown	Lexington	Boston	Saratoga	Yorktown
For-Kids	The seventh president of the United States was the first US president elected from a state west of the Appalachian Mountains (Tennessee). He was also the leader of the US forces who gained a major victory over the British at New Orleans in the War of 1812. Who was he?	James Polk	Andrew Jackson	Thomas Jefferson	John Adams	Andrew Jackson
For-Kids	As a result of victory in the Mexican War of 1846-48, the United States gained all of the following states EXCEPT this one.	Oregon	Arizona	California	Nevada	Oregon
For-Kids	What was the one irreconcilable issue between North and South that led to the American Civil War?	slavery	status of new western territories	states rights	tariffs	slavery
For-Kids	The Union victory in this battle, fought in July 1863, is generally considered the turning point of the American Civil War. After the battle President Lincoln made a memorable speech at the site of the battle. What was the battle?	Gettysburg	Shiloh	Second Bull Run	Antietam	Gettysburg
For-Kids	Which of the following is true about the United States in the period between the end of the Civil War in 1865 and the beginning of the 20th century?	Blacks in the southern states were integrated into the southern population with very little conflict or discrimination.	Native Americans (Indians) were generally treated fairly and territorial disputes were settled.	US industrialization advanced rapidly.	Laws were passed that greatly restricted European immigration into the US.	US industrialization advanced rapidly.
For-Kids	Which of the following was NOT a reason why the US entered World War One on the side of Britain and France?	German submarines began sinking US ships in 1917.	The US had strong cultural and commercial ties with Britain and France.	France and Britain were democratic and Germany was not.	President Wilson wanted to destroy communism.	President Wilson wanted to destroy communism.
For-Kids	In 1919 an amendment to the US Constitution (which was rescinded in 1933) prohibited which of the following?	US joining any international organization	alcoholic beverages	prostitution	same sex marriages	alcoholic beverages
For-Kids	In 1933 Franklin Roosevelt was elected president. He promised to bring a New Deal to Americans to bring recovery from the Great Depression and improve social conditions. Which of the following did his New Deal include?	Programs to provide jobs by building roads, schools, dams, etc.	The Securities and Exchange Commission to regulate the stock market	Social Security that provided pensions for retired workers	All of these	All of these
For-Kids	The Japanese defeat in this naval battle in the Pacific is generally considered to be the turning point of the Second World War.	Leyte Gulf	Okinawa	Singapore	Midway	Midway
For-Kids	Which of these statements is NOT true about the Cold War?	There was never any actual warfare in the Cold War.	It was partly a clash of very different ideologies.	It began soon after World War Two ended, partly because of Soviet domination of Eastern Europe.	Nuclear weapons were a threat to both sides in the Cold War.	There was never any actual warfare in the Cold War.
For-Kids	Many think that the closest the world came to nuclear war was in 1962 when President Kennedy demanded that the Soviets remove nuclear missiles they had recently placed in this country.	Germany	North Korea	China	Cuba	Cuba
For-Kids	Ole Kirk Christiansen, the founder of the LEGO Group, started producing wooden toys in what year?	1939	1932	1934	1927	1932
For-Kids	In 1934, Ole Kirk Christiansen named his toy-producing company LEGO, a word derived from the Danish phrase leg godt, which means what in English?	Put Together	Play Well	Build Well	Stack Well	Play Well
For-Kids	During this year the Lego company, founded by Ole Kirk Christiansen, was devastated by a fire.	1945	1944	1942	1940	1942
For-Kids	LEGO was the first company in Denmark to buy and use a plastic injection-molding machine for toys.	True	False			True
For-Kids	In what year did Godtfred Kirk Christiansen become Junior Vice President of the LEGO company?	1952	1949	1950	1947	1950
For-Kids	What is the name of the revolutionary LEGO series of 28 sets and 8 vehicles, launched in 1955?	LEGO Building Set	LEGO Toy Set of Building	LEGO System of Play	LEGO System	LEGO System of Play
For-Kids	In 1963, the LEGO company replaced the building substance for the bricks, cellulose acetate with acrylonitrile butadiene stryrene, which improved the color quality.	False	True			True
For-Kids	In 1989, the LEGO company released a new series, named Pirates.	False	True			True
For-Kids	Which house of Hogwarts was fictional character Sirius Black in when he attended the famous school?	Ravenclaw	Gryffindor	Slytherin	Hufflepuff	Gryffindor
For-Kids	Harry Potter character Sirius Black was an Animagi meaning that he could take the form of an animal. What animal could he emulate?	A wolf	A dog	A Deer	A Rat	A dog
For-Kids	In Harry Potter and the Order of the Phoenix the headquarters of the organization was in Sirius family home.	False	True			True
For-Kids	In which Harry Potter novel did Sirius Black make his first major appearance?	Harry Potter and The Sorcerers Stone	Harry Potter and The Prisoner of Azkaban	Harry potter and The Chamber of Secrets	Harry Potter and the Deathly Hallows	Harry Potter and The Prisoner of Azkaban
For-Kids	What magical flying item of Sirius Black was given to Hagrid upon the knowledge of Harry Potters parents death?	A broomstick	A motorcycle	A Car	A carpet	A motorcycle
For-Kids	What was the name of Sirius Blacks father in the Harry Potter series?	Orion	Teodor	Draco	Rudolph	Orion
For-Kids	Sirius Black dies in the novel Harry Potter and the Half-Blood Prince.	True	False			False
For-Kids	Which of the following classes was taught by Professor Snape in the Harry Potter series?	Divination	Potions	Charms	Astronomy	Potions
For-Kids	What secret about Professor Snape was divulged in Harry Potter and the Deathly Hallows, which is the final book in the series?	He was half muggle.	He killed Albus Dumbledore.	He was in love with Harrys mother.	He was Lord Voldemorts brother.	He was in love with Harrys mother.
For-Kids	In the Harry Potter series, Professor Snape became headmaster of Hogwarts after the death of Dumbledore.	False	True			True
For-Kids	What was Snapes patronus in the Harry Potter series?	Doe	Dragon	Wolf	Snake	Doe
For-Kids	In the final book of the Harry Potter series, Harry finally kills Snape.	True	False			False
For-Kids	In the Harry Potter series, what was the teaching position most coveted by Professor Snape?	Care of magical Creatures	Potions	Divination	Defense Against the Dark Arts	Defense Against the Dark Arts
For-Kids	In the final book in the Harry Potter series, it is revealed that Harry names one of his sons after Snape.	False	True			True
For-Kids	Is fictional character Snape the Half-Blood Prince?	No	Yes			Yes
For-Kids	What did Mr. Crouch from the Ministry of Magic call Percy in book 4 of the Harry Potter series?	Rainlet	Cloudy boy	Weatherboy	Weatherby	Weatherby
For-Kids	There were all types of enchantments guarding the Sorcerers Stone. Which teacher put the flying keys there to protect it in the first Harry Potter book?	Professor Snape	Professor Sprout	Professor Quirrell	Professor Flitwick	Professor Flitwick
For-Kids	In which two books did Harry Potter make a Patronus because he thought he saw a dementor, even though it was not really a dementor?	Books 3 and 5	Books 3 and 4	Books 4 and 5	Books 3 and 6	Books 3 and 4
For-Kids	In the sixth book of the Harry Potter series, Professor Slughorn became the Head of Slytherin.	True	False			True
For-Kids	The character of Sirius Black is mentioned in the book Harry Potter and the Prisoner of Azkaban for the first time.	False	True			False
For-Kids	Which of the following Harry Potter characters is not a prefect?	Tom Riddle	Harry Potter	Pansy Parkinson	Ron Weasley	Harry Potter
For-Kids	Which of these characters does Harry kiss in Harry Potter and the Half-Blood Prince?	Cho	No one	Ginny	Hermione	Ginny
For-Kids	Lavender Brown and Ron Won Won Weasley start going out in chapter 9 of Harry Potter and the Half-Blood Prince.	False	True			False
For-Kids	What previously mentioned character was killed in chapter 1 of Harry Potter and the Half-Blood Prince?	Kingsley Shackelbolt	Stubby Boardman	Percival Wulfricshire	Amelia Bones	Amelia Bones
For-Kids	In Harry Potter and the Half-Blood Prince, Cho Chang waves to Harry once but then hurries away with Marietta.	True	False			False
For-Kids	What does Merope supposedly use to make Tom Riddle Sr. fall in love with her in Harry Potter and the Half-Blood Prince?	A love potion	A love spell	An imperious curse	A potion and spell	A love potion
For-Kids	In Harry Potter and the Half-Blood Prince, is Dumbledores blood the only blood used in the Cavern by the sea where the Horcrux is hidden?	No	Yes			No
For-Kids	In the book Harry Potter and the Half-Blood Prince, a corpse that is re-animated but isn’t alive is called what?	Inferi	Infery	Infreri	Infrery	Inferi
For-Kids	Harry destroyed two Horcruxes in Harry Potter and the Half-Blood Prince.	False	True			False
For-Kids	Lord Voldemort had the ability to talk to these creatures.	Snakes	Wolves	Spiders	Centaurs	Snakes
For-Kids	What is Lord Voldemorts real first name?	John	Michael	Tom	Ron	Tom
For-Kids	What was the very first of Lord Voldemorts horcruxes to appear in the Harry Potter series of books?	Sword	Stone	Diary	Ring	Diary
For-Kids	Which of these Hogwarts founders was Lord Voldemorts ancestor?	Ravenclaw	Huffelpuff	Slytherin	Gryffendore	Slytherin
For-Kids	Lord Voldemort is related to Harry Potter.	False	True			True
For-Kids	Which of these characters does Voldemort NOT kill in the final Harry Potter book Harry Potter and the Deathly Hallows?	Tonks	Severus Snape	Hagrid	Professor Lupin	Hagrid
For-Kids	Harry Potter defeats and kills Lord Voldemort in the final Harry Potter book.	False	True			True
For-Kids	What childrens novel features Neverland, the magical island where people cease to age?	Alices Adventures in Wonderland	Peter and Wendy	Pinocchio	Pippi Longstocking	Peter and Wendy
For-Kids	What classic fictional character is a long-nosed wooden puppet?	Both of these	Pinocchio	None of these	Buratino	Both of these
For-Kids	Which of the following is not a character from Lewis Carrolls 1865 novel Alices Adventures in Wonderland?	the Queen of Hearts	the Mock Turtle	the March Hare	the Chief Weasel	the Chief Weasel
For-Kids	What character from Antoine de Saint-Exupérys novella, The Little Prince, utters these famous lines that sum up the essence of the book: One cannot see well except with the heart, the essential is invisible to the eyes.?	the Fox	the Snake	the Lamplighter	the Rose	the Fox
For-Kids	What is the birth name of the author who penned The English Roses, a childrens book that follows the lives of four girls?	Theodor Seuss Geisel	Helen Beatrix Potter	Madonna Louise Ciccone	Dorothy Gladys Smith	Madonna Louise Ciccone
For-Kids	What childrens book author named one of his central characters after his son?	C. S. Lewis	Lemony Snicket	A. A. Milne	Lewis Carroll	A. A. Milne
For-Kids	Which of these Disney animated features is not based on a book written by an European author?	One Hundred and One Dalmatians	The Many Adventures of Winnie the Pooh	Mulan	Bambi	Mulan
For-Kids	What best-selling novel tells the story of an orphan girl adopted by middle-aged siblings, Marilla and Matthew Cuthbert?	Little House in the Big Woods	Anne of Green Gables	Little Women	Heidi	Anne of Green Gables
For-Kids	This extraordinary strong, red-haired fictional character lives in Villa Villekula with a monkey, named Mr. Nilsson.	Karlsson	Pippi	Ronia	Lucy Pevensie	Pippi
For-Kids	Which characters are not correctly matched with the authors who created them?	Lucy Pevensie, Caspian - C. S. Lewis	Mowgly, Raksha - Edgar Rice Burroughs	Joe Harper, Becky Thatcher - Mark Twain	Meg March, Amy March - Louisa May Alcott	Mowgly, Raksha - Edgar Rice Burroughs
For-Kids	In Harry Potter and the Deathly Hallows, Severus Snape was headmaster for a period of time.	True	False			True
For-Kids	In the first chapter of Harry Potter and the Deathly Hallows, why was Snape late for a meeting with Lord Voldemort?	He discovered something important.	He forgot what time it was.	He does not like meetings.	He was teaching.	He discovered something important.
For-Kids	The first sentence in the second chapter in Harry Potter and the Deathly Hallows is Harry was bleeding. Why is that so?	Harry got cut by a fragment of a mirror.	Dudley put a cup of tea right behind Harrys door and Harry stepped on it.	Dudley put a glass of water behind Harrys door and Harry stepped on it.	Harry bit his lip.	Harry got cut by a fragment of a mirror.
For-Kids	Which of the following is NOT a Deathly Hallow?	Resurrection Stone	Magical Mirror	Elder Wand	Invisibility Cloak	Magical Mirror
For-Kids	Which Weasley boy got his ear cut off in the last book of the Harry Potter series?	Ron	Fred	Bill	George	George
For-Kids	What did Harry Potter say that his name was when he, Ron, and Hermione got caught by a gang of Snatchers in Harry Potter and the Deadly Hallows?	Dudley Dursley	Vernon Dursley	Dudley Vernon	Vernon Dudley	Vernon Dudley
For-Kids	If you add 3 to 5, what would be the result?	6	8	5	7	8
For-Kids	If Jane had $3.00 and went to the store and bought a yo yo for $1.00, how much would Jane have left?	$2.25	$1.50	$1.00	$2.00	$2.00
For-Kids	What is the correct solution to this problem: 16 - 4 + 3 =?	14	15	13	16	15
For-Kids	If T.J. went to the circus with 10 dollars and bought some fruit snacks for 3 dollars, how much money would T. J. then have left over?	8 dollars	3 dollars	7 dollars	5 dollars	7 dollars
For-Kids	If Lindsay had $20.00 and bought 3 tickets to the Mets game, how much money would Lindsay have left if each ticket cost 5 dollars?	5 dollars	10 dollars	8 dollars	15 dollars	5 dollars
For-Kids	If Donna bought 5 blowpop lollipops from the candy store and gave her friend 2 of them, how many blowpops would Donna then have?	3	4	2	1	3
For-Kids	How many inches are there in a foot?	12	6	18	10	12
For-Kids	If Anthony had 8 apples, 2 oranges and 3 pears, how many pieces of fruit does Anthony have altogether?	14	13	12	11	13
For-Kids	What is the solution to this problem 12-3=?	8	9	7	6	9
For-Kids	Amanda went to the book store to buy some books. Her mom gave her a $10 bill. She bought two books that cost $2.00 each and a bookmark that cost $1.00. How much change did Amanda give her mother when she got home?	40 dollars	6 dollars	4 dollars	5 dollars	5 dollars
For-Kids	How did Sirius Black escape from Azkaban, the wizard prison in the third book of the Harry Poter series?	None of these	He was able to contact his cousin Bellatrix who helped him escape from Azkaban.	He transformed into a dog.	He was able to control one of the dementors.	He transformed into a dog.
For-Kids	Who is the new Defense Against the Dark Arts teacher in Harry Potters third year at Hogwarts?	Severus Snape	Remus Lupin	Dolores Umbridge	Alastor Mad-Eye Moody	Remus Lupin
For-Kids	Fictional character Remus Lupin was an animagus.	False	True			False
For-Kids	What is the spell incantation for conjuring a Patronus in the Harry Potter books?	Expelliarmus	Impedimenta	Wingardium Leviosa	Expecto Patronum	Expecto Patronum
For-Kids	In Harry Potter and the Prisoner of Azkaban, Rubeus Hagrid was appointed by Headmaster Albus Dumbledore as the new teacher of what subject?	Care of Magical Creatures	Potions	Transfiguration	Defense Against the Dark Arts	Care of Magical Creatures
For-Kids	Who gave the Marauders Map to Harry in Harry Potter and the Prisoner of Azkaban?	Fred and George	Remus Lupin	Argus Filch	Rubeus Hagrid	Fred and George
For-Kids	The Shrieking Shack, depicted in the Harry Potter books, was considered to be the most haunted place in Great Britain.	False	True			True
For-Kids	Even without a permission slip, Harry Potter was able to go to Hogsmeade with Ron and Hermione during certain weekends.	True	False			True
For-Kids	In 2000, this Mouseketeer became the youngest person to be both host and musical guest on Saturday Night Live.	Nikki DeLoach	Britney Spears	Justin Timberlake	JC Chasez	Britney Spears
For-Kids	Name the weekly ten-minute drama on the All-New Mickey Mouse Club starring Tony Lucca, Keri Russel and JC Chasez?	The Party	Spin and Marty	Emerald Cove	The Hardy Boys	Emerald Cove
For-Kids	In Harry Potter and the Half-Blood Prince, who delivered the Prime Minister the message that the Minister of Magic had sent?	An oil painting	Amelia Bones	None of these	Herbert Chorley	An oil painting
For-Kids	In Harry Potter and the Half-Blood Prince, The Minister of Magic came only once to visit the Prime Minister.	False	True			False
For-Kids	What was spattered over the wallpaper on Professor Slughorns house in Harry Potter and the Half-Blood Prince?	Pumpkin juice	Dragon blood	Dwarf blood	Ink	Dragon blood
For-Kids	Who wrote the magazine named Quibbler in the Half-Blood Prince?	Luna Lovegood	Luna Lovegoods uncle	Ron Weasley	Luna Lovegoods father	Luna Lovegoods father
For-Kids	What was the name of spell that Harry used on Malfoy in Harry Potter and the Half-Blood Prince?	Alohomora	Sectumsempra	None of these	Felix Felicis	Sectumsempra
For-Kids	Do Hermione and Ron secretly like each other in the sixth book of the Harry Potter series?	No	Yes			Yes
For-Kids	In the sixth book of the Harry Potter series, which of the following characters eventually formed a couple?	Harry - Ginny	Harry - Hermione	Harry - Cho	None of these	Harry - Ginny
For-Kids	What color was Quirrels turban in the Harry Potter books?	blue	purple	red	black	purple
For-Kids	Harry Potters middle name is James.	False	True			True
For-Kids	Why was the womping willow planted in the Harry Potter books?	So Harry and Ron would have something to run into with the flying car	The students could have shade	So Lupin could come to school	To protect the school	So Lupin could come to school
For-Kids	How does Malfoy join the Slytherin quidditch team?	He was the only candidate.	He was actually good enough.	His father bought brooms for the whole team	He shot a man in Reno just to watch him die.	His father bought brooms for the whole team
For-Kids	How is Sirius related to Harry Potter?	He is Harrys Godfather.	He is Harrys uncle.	He is Harrys cousin.	He is Harrys half-brother.	He is Harrys Godfather.
For-Kids	Who is the teacher in the Harry Potter books that is made fun of by the Marauders map?	Lupin	Trelawny	McGonagall	Snape	Snape
For-Kids	Who wrote the Harry Potter series of books?	J.R. Rowling	C.S. Lewis	J.K. Rowling	J.R. Tolkien	J.K. Rowling
For-Kids	What were Hermiones and Chos patronus forms in the Harry Potter books?	Swan and Otter	Stag and Frog	Frog and Otter	Frog and Swan	Swan and Otter
For-Kids	Fictional characters Ron Weasley and Harry Potter met on the Hogwarts Express.	True	False			False
For-Kids	Every headmaster/headmistress of the fictional Hogwarts school has had the same office.	False	True			False
For-Kids	What magical object did Harry Potter use to save Ron from poisoning?	antidote to love potions	wand	bezoar	boggart	bezoar
For-Kids	Fictional character Mr. Weasley was on guard duty when the basilisk attacked him.	True	False			False
For-Kids	Does fictional character Ron Weasley live at 12, Grimmauld Place?	Yes	No			No
For-Kids	In what Harry Potter book did the Brockdale Bridge collapse?	Harry Potter and the Half-Blood Prince	Harry Potter and the Order of the Phoenix.	Harry Potter and the Prisoner of Azkaban	Harry Potter and the Chamber of Secrets	Harry Potter and the Half-Blood Prince
For-Kids	Fictional characters Fred and George Weasley get kicked out of Hogwarts.	True	False			False
