Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Movies	What kind of lunch meat did Allison fling onto the statue in The Breakfast Club, before making her Capn Crunch and pixy stick sandwich?	bologna	ham	pimiento loaf	salami	pimiento loaf
Movies	What did Andy say was pretty gross in the movie The Breakfast Club?	Benders feet	Allisons hand-eating	Brian crying	Claire dehydrating	Claire dehydrating
Movies	Was The Breakfast Club character Allison a nymphomaniac?	Yes	No			No
Movies	What song was playing during the dancing montage in the movie The Breakfast Club?	Heart to Hot to Hold - Jesse Johnson Stephanie Spruill	Didnt I Tell You - Joyce Kennedy	Fire in the Twilight - Wang Chung	We Are Not Alone - Karla DeVito	We Are Not Alone - Karla DeVito
Movies	Steve McQueen played a bounty hunter in which popular western series that ran from 1958 to 1961?	Sundance	Have Gun Will Travel	Rawhide	Wanted Dead or Alive	Wanted Dead or Alive
Movies	Complete these lyrics from the theme song of a western that was on TV in the 1960s:  	Paladin	Chester	Johnny Yuma	Sundance	Paladin
Movies	Who played trail boss Gil Favor in the long-running television western series Rawhide?	Eric Fleming	Adam West	Sheb Wooley	Jock Mahoney	Eric Fleming
Movies	Which famous actor and director began his career on the western series Rawhide?	Clint Eastwood	Rory Calhoun	Earl Holliman	John Wayne	Clint Eastwood
Movies	Rory Calhoun was the star of The Texan, a weekly western series that ran on CBS.	False	True			True
Movies	Complete the lyrics of the theme song of the TV show The Rebel:	Sundance	Pahoo Cockiewah	Johnny Yuma	Jock Mahoney	Johnny Yuma
Movies	Earl Holliman starred in a weekly western series titled Hotel de Paree.	False	True			True
Movies	What was the name of the wagon cook in the western series Rawhide?	Pete	Rowdy	Wishbone	Charley Grub	Wishbone
Movies	Kenny Rogers starred in a western series about a river boat gambler.	False	True			False
Movies	This weekly series was about a benevolent uncle and his niece Penny. He zoomed around in a small plane rounding up the rustlers and all the bad men.	King for a Day	Mile High Ranch	Sky King	King of the Sky	Sky King
Movies	Who stars as Chris Gardner in the movie The Pursuit of Happyness?	Will Smith	Tim Robbins	Chris Gardner	Samuel L. Jackson	Will Smith
Movies	Who directed the 2006 movie The Pursuit of Happyness?	Will Wang	Gabriele Muccino	James Brooks	Tim Robbins	Gabriele Muccino
Movies	Who played Chris Gardners son in the drama film The Pursuit of Happyness?	Bobby Pinkett	Bobby Smith	Jaden Christopher Syre Smith	Jared Pinkett	Jaden Christopher Syre Smith
Movies	Which former ER star played Chris Gardners wife, Linda in The Pursuit of Happyness?	Thandie Moore	Thandie Newton	Julianne Marguiles	Thandie Marguiles	Thandie Newton
Movies	In the movie The Pursuit of Happyness, Alan Frakesh, the man who trained Chris, was played by what famous voice actor?	Dan Castellaneta	Yeardly Smith	Harry Shearer	Hank Azaria	Dan Castellaneta
Movies	At the beginning of the film The Pursuit of Happyness, what does Chris do for a living?	He repairs medical equipment.	He sells Metalife door to door.	He sells bone density scanners.	He sells CAT scan machines.	He sells bone density scanners.
Movies	Where is the movie The Pursuit of Happyness set?	in the Seattle area	in the San Francisco area	in the Denver area	in the Los Angeles area	in the San Francisco area
Movies	Early in the movie The Pursuit of Happyness a woman steals something important from Chris. Who portrays this woman?	Gabriel Union	Florence Mitchell	Martina Grayhurst	Joyful Raven	Joyful Raven
Movies	Why is the word happiness misspelled in the title of the 2006 movie The Pursuit of Happyness ?	This is the way Chris wrote it on his sons wall.	This is the way Chris son spells it.	This is the way Chris wife spelled it in a letter.	It is written that way on the wall of the daycare center.	It is written that way on the wall of the daycare center.
Movies	At what firm does Chris get an internship in the drama movie The Pursuit of Happyness?	Merrill Lunch	Goldman Sachs	Smith Barney	Dean Witter	Dean Witter
Movies	Homeless people in the film The Pursuit of Happyness were played by actual homeless people.	True	False			True
Movies	What is the name of Will Smiths high school in Philadelphia after which his production company is named?	McClymonds	Clinton	Ho-Ho-Kus	Overbrook	Overbrook
Movies	In 2006 Chris Gardner started working for what firm?	Martin, Penny and Forbes	His own firm	Goldman Sachs	No firm	No firm
Movies	In 1921 George Melfords The Sheik debuted and established this star as the cinemas best known lover.	Rudolph Valentino	George Waggner	Walter Long	Frank Butler	Rudolph Valentino
Movies	What is the name of Charlie Chaplins first feature-length film, also directed by him?	Pay Day	The Kid	A Days Pleasure	The Gold Rush	The Kid
Movies	This film, directed by Robert Flaherty, is considered to be the first documentary film.	Nanook of the North	Triumph of the Will	Why We Fight	White Wilderness	Nanook of the North
Movies	What breed was the first canine movie star, Rin Tin Tin?	German Shepherd	Border Collie	Labrador	Greyhound	German Shepherd
Movies	All of these movies but one, star Wallace Reid, considered to be one of the most attractive actors of the silent era.	The Dictator	Racing Hearts	Thirty Days	Whats Your Hurry?	Racing Hearts
Movies	Animator Walt Disney directed his first cartoon, Alice in Wonderland for this company.	Loews Inc.	Paramount	Famous Players - Lasky	Laugh - Gram Studios	Laugh - Gram Studios
Movies	In the film The Gold Rush, Georgia Hale plays the role of the showgirl, a role originally written for this actress.	Lolita Parker	Lita Grey	Lillian McMurray	Edna Purviance	Lita Grey
Movies	The only silent film to win an Oscar for Best Picture was Paramounts Wings (1927).	True	False			True
Movies	Wait a minute, wait a minute, you aint heard nothin yet. is a quote from this first feature-length talkie, produced by Warner Bros.	The Jazz Singer	Applause	Movietone	Blackmail	The Jazz Singer
Movies	Which Star Wars character said, She lied, she lied to us.?	Darth Vader	Emperor Palpatine	General Moff Tarkin	Han Solo	General Moff Tarkin
Movies	What Star Wars character delivered the line, Viceroy, we have captured the Queen.?	stormtrooper	a droideka	a clone	a droid	a droid
Movies	Which Star Wars character said, Luke, I am your father.?	The Emperor	Darth Vader	Count Dooku	Darth Maul	Darth Vader
Movies	Which Star Wars character said, You have interfered with our affairs for the last time?	Count Dukoo	Mace Windu	Yoda	Darth Maul	Count Dukoo
Movies	Which Star Wars character ordered Wipe them out. . . all of them.?	General Grievous	Emperor Palpatine	Darth Maul	Jango Fett	Emperor Palpatine
Movies	Which Star Wars character stated, The Dark side I sense in you?	Obi-Wan	Mace Windu	Yoda	Anakin	Yoda
Movies	The 1996 movie Independence Day starred Will Smith, Jeff Goldblum and Bill Paxton.	True	False			False
Movies	This trio of talented ladies starred in the 2000 movie Chocolat.	Kathy Bates, Sharon Stone, Carrie-Anne Moss	Cher, Susan Sarandon, Julia Roberts	Kate Blanchet, Judi Dench, Juliette Binoche	Juliette Binoche, Lena Olin, Judi Dench	Juliette Binoche, Lena Olin, Judi Dench
Movies	What year did the version of King Kong that starred Fay Wray, Bruce Cabot and Steve Clemente come out?	2005	1940	1933	1976	1933
Movies	In 1982 Julie Andrews, James Garner and Lesley Ann Warren starred in this musical about a female impersonator.	Bosum Buddies	Mrs. Doubtfire	Mr. Mom	Victor Victoria	Victor Victoria
Movies	This 1994 movie starred Tommy Lee Jones, Robert Downey Jr. and Juliette Lewis.	Cape Fear	The Fugitive	Gun Crazy	Natural Born Killers	Natural Born Killers
Movies	Michael Madsen, Uma Thurman, Vivica Fox and Samuel L. Jackson were in Kill Bill and Kill Bill vol. II.	True	False			False
Movies	The 1999 movie Cleopatra starred Timothy Dalton, Billy Zane and Elizabeth Taylor.	False	True			False
Movies	This 2006 movie starred Jason Statham, Amy Smart and Efren Ramirez.	Napoleon Dynamite	Crank	Mirrors	The Transporter	Crank
Movies	Elizabeth Berkley starred in this movie with Campbell Scott, Jesse Eisenberg and Isabella Rosselini.	Mrs. Parker and the Vicious Circle	Death Becomes Her	Roger Dodger	Showgirls	Roger Dodger
Movies	In the 2006 movie Superman Returns, opening titles reveal that Superman has been absent from Earth for five years. Where was he during this period?	His hometown	The Sun	Krypton	College	Krypton
Movies	In the movie Superman Returns, Lois Lane is married to Superman.	True	False			False
Movies	What is Supermans secret identity, and where does he work?	Mark Kennedy, Daily Planet	Mark Kennedy, Daily Report	Clark Kent, Daily Planet	Clark Kent, Daily Report	Clark Kent, Daily Planet
Movies	In the Movie Superman Returns, how does Lex Luthor plan to defeat Superman and kill billions of people?	none of these	by shooting a Kryponite bullet at Superman	by using one of the stolen Kryptonian crystals	by blowing up the world	by using one of the stolen Kryptonian crystals
Movies	In the move Superman Returns, what did Lois Lanes fiance Richard enjoy doing.	acting	racecar driving	piloting a seaplane	trying to chase Superman	piloting a seaplane
Movies	What is the name of Lex Luthors girlfriend in the film Superman Returns?	Cookie	Mary	Kitty	Amila	Kitty
Movies	In the movie Superman Returns, Lois and Jason visit Superman at the hospital while he is in a coma.	True	False			True
Movies	In what movie can the following conversation be heard? 	The Seventh Sign	Angels and Demons	Passion of Christ	The Da Vinci Code	The Da Vinci Code
Movies	In what 1939 movie do we hear this?	The Wiz	The Wizard of Oz	Rebecca	Hells Kitchen	The Wizard of Oz
Movies	This is part of a conversation held between which two characters in the 2008 movie Tropic Thunder?	Les Grossman and Cody	Alpa Chino and Kirk Lazarus	Kirk Lazarus and Tugg Speedman	Jeff Portnoy and Tyra Banks	Alpa Chino and Kirk Lazarus
Movies	What 1975 movie is this conversation from?	Orca	Jaws	Terminator	Deep Blue Sea	Jaws
Movies	Which Batman movie does this quote come from?	Batman Begins	Batman Forever	The Dark Knight	Batman Beyond	The Dark Knight
Movies	The following quote is from the movie Clockwork Orange. 	True	False			True
Movies	This exchange was heard in what 2006 movie?	Final Destination 3	Deja Vu	Hostel	Manchurian Candidate	Deja Vu
Movies	In 1989 Winona Ryder teamed up with Christian Slater and Jeremy Applegate to star in this movie.	The Breakfast Club	K-9	Heathers	Dont Tell Mom the Babysitter is dead	Heathers
Movies	This 1988 anime feature, set in Tokyo, is about a military project that endangers the city when it turns a biker gang member into a rampaging psychopath.	Heavy Metal	Felix	Gummo	Akira	Akira
Movies	Apocalypse Now, directed by Roger Corman, was released in 1979.	False	True			False
Movies	This tag belongs to what 1973 movie?  	Blade Runner	I, Robot	Futureworld	Westworld	Westworld
Movies	This quote is from what 1978 cult favorite? 	Revenge of the Nerds	Animal House	American Graffiti	Porkys	Animal House
Movies	In this 1993 drama, based on Richard Speights book Desperate Justice, a girl is beaten and raped by the janitor of her school, but he doesnt go to prison because there is no proof that he had committed the crime.	A Mothers Fight for Justice	A Mothers Prayer	Justice	A Mothers Revenge	A Mothers Revenge
Movies	In this 1992 movie, directed by Charles Robert Carner, two girls take their pretty friend to a creek, where they torture and finally kill her.	A Friendship To Die For	A Kidnapping In The Family	Friends Till The End	A Killer Among Friends	A Killer Among Friends
Movies	In this 1998 movie, based on a true story,  young Tina Spangler, portrayed by Kirsten Dunst, discovers she is pregnant. Although being pregnant tears her world apart, it also helps her find a true purpose in life.	Fifteen and Pregnant	For the Love of My Child: The Anissa Ayala Story	Pregnant at Fifteen	For All Time	Fifteen and Pregnant
Movies	This 1997 drama, directed by Jack Bender, focuses on the problems of Suzanne Boxer, an unstable young girl who befriends Heather, as she dreams of having Heathers life.	Friends Til the End	A Friendship To Die For	A Friend of the Family	A Girl Thing	Friends Til the End
Movies	This 1992 movie, directed by Michael Ray Rhodes, tells the story of a woman suffering from a manic depressive disorder. As she is unable to take care of her children, they are sent to live with foster parents.	In the Best Interest of the Child	Kates Secret	In the Best Interest of the Children	Keys to Her Past	In the Best Interest of the Children
Movies	What film company released the film Shrek the Third?	Disney	Universal	New Line	Dreamworks	Dreamworks
Movies	At the end of Shrek the Third, we see that Shrek becomes a father. How many kids does he have?	4	3	1	2	3
Movies	This former member of Monty Python provided the voice of Merlin in the 2007 movie Shrek the Third.	Michael Palin	Terry Gilliam	Eric Idle	John Cleese	Eric Idle
Movies	Which of these characters in the 2007 film Shrek the Third was voiced by Larry King?	Cyclops	Doris the ex/evil stepsister	King Harold	The Ship Captain	Doris the ex/evil stepsister
Movies	In Shrek the Third Queen Lillian was voiced by Dame Judy Dench.	False	True			False
Movies	He played a tough judge in the Clint Eastwood flick Hangem High in 1968. He was also the businessman with the store of weapons in Stephen Kings Maximum Overdrive.	Wally Cox	Richard Crenna	Pat Hingle	Dan Haggerty	Pat Hingle
Movies	He is best known for the role of Capt. Cragen on Law and Order: SVU.	Ice-T	Richard Belzer	Dann Florek	Gavin McCloud	Dann Florek
Movies	In real life, he was a prisoner of war in WWII taken at the Battle of the Bulge. On film, he starred with Burt Reynolds and Dolly Parton in The Best Little Whorehouse in Texas. He played the Governor, who sang a little tune called Sidesteppin. Do you remember how he set his hat sideways, then spun his head so the hat would settle.	Peter Ustinov	Jerry Reed	Dom Deluise	Charles Durning	Charles Durning
Movies	This character actor starred with Michael Landon in both Little House on the Prairie and Highway to Heaven. The characters he played were Mr. Edwards and Mark Gordon.	Victor French	Sebastian Cabot	Will Geer	Jerry Reed	Victor French
Movies	He played Dudley Frank in the 2007 movie, Wild Hogs and Tick Tock in the movie Seabiscuit.	William H. Macy	Strothers Martin	Tim Allen	Martin Lawrence	William H. Macy
Movies	He starred with Gary Cooper in Sgt. York as a sympathetic preacher. He played Nash Crawford in a couple of the Over the Hill Gang films in the early 70s. Movie critics have listed him as one of the finest actors in motion picture history.	William Holden	Peter Lawford	Walter Mattheau	Walter Brennan	Walter Brennan
Movies	What do we first see Meg and Christine doing in the 2004 movie The Phantom of the Opera?	Practicing their ballet for Hannibal.	Putting their ballet shoes on.	Running down the stairs and chalking their ballet shows.	Lighting a candle for Christines father.	Running down the stairs and chalking their ballet shows.
Movies	In the movie The Phantom of the Opera, Raoul remembers Christine, while listening to which song?	Magical Lasso	Think of Me	The Mirror	All I Ask of You	Think of Me
Movies	Fill in the missing words said by the Phantom in the movie The Phantom of the Opera:	face; mirror	head; sunshine	face; Phantom	eyes; mirror	face; mirror
Movies	In the movie The Phantom of the Opera, what does Christine do to the Phantom before leaving with Raoul for the first time?	She puts his mask back on.	She sings for him.	She hugs him.	She kisses him.	She kisses him.
Movies	Which actress played young soprano Christine in the movie The Phantom of the Opera?	Sarah Brightman	Judy Garland	Lindsay Lohan	Emmy Rossum	Emmy Rossum
Movies	In the movie The Phantom of the Opera, Christines dad called her by what name?	Angel of Music	Little Christine	Little Lotte	Laura Little	Little Lotte
Movies	Who played the protagonist role of Jim Halsey in the 1986 thriller The Hitcher?	Charlie Sheen	Rob Lowe	C. Thomas Howell	Emilio Estevez	C. Thomas Howell
Movies	Gabriel Byrne appeared in the 1981 film Excalibur, directed by John Boorman.	True	False			True
Movies	In the 1985 animated feature film version of the anime classic Fist of the North Star, what character defeats Shin?	Kenshiro	Raoh	Rei	Ken	Raoh
Movies	In the 1999 film Ravenous, Captain Boyd (Guy Pierce) resorts to eating Colonel Hart (Jeffrey Jones) to stay alive.	False	True			False
Movies	Who plays Hammer in the  1988 movie Im Gonna Get you Sucka?	Sam Jackson	David Sole	Issac Hayes	Eddie Murphy	Issac Hayes
Movies	In the 1997 mockumentary Waiting for Guffman does Mort Guffman ever show up?	No	Yes			No
Movies	What character in the movie Dirty Dancing said, You just put your pickle on everybodys plate college boy, and leave the hard stuff to me.	Billy	Max Kellerman	Neil Kellerman	Johnny	Johnny
Movies	What Dirty Dancing character said, Shes with me. She came with me.?	Robbie	Billy	Neil	Johnny	Billy
Movies	What  Dirty Dancing character delivered the line, Go back to your playpen...Baby.?	Neil	Johnny	Penny	Lisa	Penny
Movies	What is Babys real name in the movie Dirty Dancing?	Jessica	Sarah	Frances	Penelope	Frances
Movies	In the movie Dirty Dancing, who is Billy related to and how?	Penny (brother)	Johnny (brother)	Johnny (cousin)	Max (nephew)	Johnny (cousin)
Movies	Who are the wallet thieves in the movie Dirty Dancing?	The Housemans	The Shumachers	The Pressmans	The Sheldricks	The Shumachers
Movies	How are Neil and Max related in the film Dirty Dancing?	Max is Neils father.	Neil is Maxs uncle.	Max is Neils uncle.	Neil is Maxs grandson.	Neil is Maxs grandson.
Movies	What college is Baby planning to attend in the movie Dirty Dancing?	Yale	Harvard	Mt. Holyoke	Notre Dame	Mt. Holyoke
Movies	What 1956 movie is this dialog from?	Forbidden Planet	The Bad Seed	Accused of Murder	Lust for Life	The Bad Seed
Movies	What 1985 film can the following be heard in?	Cocoon	St. Elmos Fire	The Goonies	The Breakfast Club	The Breakfast Club
Movies	This movie is a bout Patrick Bateman, a wealthy investment banker who is trying desperately to hide his psychopathic alter ego from everyone.	Wallstreet	Henry: Portrait of a Serial Killer	American History X	American Psycho	American Psycho
Movies	In the 1980 movie Motel Hell there is a sign that reads It takes all kinds of critters to make Farmer Vincents fritters.	False	True			True
Movies	What movie about side show performers, released in 1932, was banned from the UK for 30 years?	Metropolis	Phantom of the Opera	Freaks	Scarface	Freaks
Movies	This 1989 movie is about  Bob and Diane, drug-driven Bonnie and Clyde, who rob drugstores to finance their habit.	The Little Mermaid	My Left Foot	Checking Out	Drugstore Cowboy	Drugstore Cowboy
Movies	Mel Gibson starred in the movie Mad Max released in 1981.	True	False			False
Movies	The 1980 movie Airplane had a star studded cast. Can you match the actor with the character he played?	Robert Stack - Rex Cramer	Lloyd Bridges - Ted Striker	Robert Hays - Dr. Rumack	Peter Graves - McCroskey	Robert Stack - Rex Cramer
Movies	The voice of Piglet on many Winnie the Pooh programs, this actor played juror #2 in the movie 12 Angry Men.	Lee J. Cobb	Joseph Sweeney	Martin Balsam	John Fiedler	John Fiedler
Movies	The man playing Juror #1 in 12 Angry Men was a premier character actor throughout his career, acting in over 100 programs and movies. In Death Wish, he played Bennett, an aging man victimized by street hoodlums.	Jack Klugman	Martin Balsam	E.J. Marshall	Lee J. Cobb	Martin Balsam
Movies	This actor, who portrayed Mr. McCardle, Juror #9 in 12 Angry Men, passed away in 1964 after a brilliant career in early television and motion pictures.	Joseph Sweeney	John Fiedler	Ed Begley	Jack Warden	Joseph Sweeney
Movies	This actor, who played Juror #4 in the movie 12 Angry Men, also starred as Ev Hillman in the The Tommyknockers.	Lee J. Cobb	E. G. Marshall	Karl Malden	John Fiedler	E. G. Marshall
Movies	Which actor played the young man who was Juror #5 in the movie 12 Angry Men?	Jack Klugman	Martin Balsam	E.G. Marshall	Joseph Sweeney	Jack Klugman
Movies	In the film 12 Angry men, this actor played Juror #3, an emotionally distraught father whose son hadnt spoken to him in two years.	Lee J. Cobb	Martin Balsam	E. G. Marshall	Jack Klugman	Lee J. Cobb
Movies	This actor, who won a Tony for Inherit the Wind in 1956, played the racist who was Juror #10 in 12 Angry Men.	Ed Begley Sr.	Lee J. Cobb	E. G. Marshall	Henry Fonda	Ed Begley Sr.
Movies	This actor, whose children are named Jane and Peter, was Juror # 8 in 12 Angry Men.	Lee J. Cobb	Henry Fonda	James Stewart	Ed Begley Sr.	Henry Fonda
Movies	In the movie 12 Angry Men, Juror #7 voted guilty so that he could leave early and watch Cleveland play the Yankees. When the not guilty votes became a majority, he switched his vote. Name the actor who portrayed the character.	Jack Warden	Jack Klugman	Lee J. Cobb	Martin Balsam	Jack Warden
Movies	The movie The Da Vinci Code was featured in the 2005 Cannes Film Festival.	False	True			False
Movies	Robert Langdon, the main character in the movie The Da Vinci Code helps in the solving of a murder case by using his skills in what profession?	Psychologist	Detective	Museum curator	Symbologist	Symbologist
Movies	Audrey Tautou, famous for her role in Amelie, played Sophie Neveu in the film The Da Vinci Code. Which of the following actresses was originally considered for the role of Sophie?	Christina Ricci	Sarah Michelle Gellar	Meg Ryan	Kate Beckinsale	Kate Beckinsale
Movies	The blade or pyramid is a symbol used heavily throughout the movie The Da Vinci Code. Which of these does it NOT represent ?	Fire	Royalty	Masculinity	The Christian Trinity	Royalty
Movies	What symbol in the movie The Da Vinci Code  was used in connection to the Holy Grail?	Chalice	Fleur-de-lis	Anhk	Latin Cross	Chalice
Movies	Which character is related to the victim murdered in the beginning of the film The Da Vinci Code?	Robert Langdon	The victim was not related to anyone.	Sir Leigh Teabing	Sophie Neveu	The victim was not related to anyone.
Movies	The plot of the movie The Da Vinci Code revolves around The Priory of Sion, a European secret society founded in 1099. Which of these people was not  mentioned as a member of that organization?	Bezu Fache	Jacques Saunière	Sir isaac Newton	Leonardo Da Vinci	Bezu Fache
Movies	Silas the Monk , the loyal servant of the Lord, repeated what phrase in the movie The Da Vinci Code?	I am nobody	I am holy	I am Silas	I am a ghost	I am a ghost
Movies	At the end of the movie The Da Vinci Code, we learn that the true Holy Grail, Mary Magdelene lies beneath what famous museum?	Tate Gallery - London	Musee du Louvre - Paris	Musee dOrsay - Paris	Uffizi Gallery - Florence	Musee du Louvre - Paris
Movies	In the film The Da Vinci Code, when Sophie finds out that she is the heir to the royal blood, what miracle does she jokingly try to perform?	Withering a fig tree	Walk on water	Turn water into wine	Part the sea	Walk on water
Movies	Who was the director of the 1959 film Operation Petticoat?	Frank Capra	Mel Brooks	Blake Edwards	Alfred Hitchcock	Blake Edwards
Movies	In the movie Operation Petticoat the captains journal of Lt. Cmdr. Matt T. Sherman begins on what date?	December 25, 1941	December 31, 1941	December 10, 1941	December 7, 1941	December 10, 1941
Movies	What is the name of the submarine in the movie Operation Petticoat?	The Barracuda	Sea Wolf	Sea Tiger	The Tiger Shark	Sea Tiger
Movies	In Operation Petticoat who portrayed Lt. (j.g.) Nicholas Holden?	Cary Grant	Tony Curtis	Dick Sargent	Gavin MacLeod	Tony Curtis
Movies	Why is the submarine in the film Operation Petticoat pink?	It was a new experimental camouflage that backfired.	There wasnt enough undercoating in white or red to do the whole thing in one color so they mixed the two colors together resulting in the pink color.	The supply crewman was color blind and made a bad trade for paint.	It was painted pink in order to blend in with the coral reefs where they would be doing maneuvers.	There wasnt enough undercoating in white or red to do the whole thing in one color so they mixed the two colors together resulting in the pink color.
Movies	Who is Seaman Hornsby in the film Operation Petticoat?	The Captian	A Pig	The supply officer	A Nurse	A Pig
Movies	Which character in the film Operation Petticoat uses her girdle to fix part of the machinery?	Lt. Dolores Crandall, RN	Maj. Edna Haywood, RN	Lt. Barbara Duran, RN	Lt. Watson	Maj. Edna Haywood, RN
Movies	Who does Lt. Cmdr. Matt T. Sherman marry in Operation Petticoat?	Maj. Edna Heywood, RN	Lt. Reid, RN	Lt. Barbara Duran, RN	Lt. Dolores Crandall, RN	Lt. Dolores Crandall, RN
Movies	There actually was a pink submarine in WWII, like the one featured in the movie Operation Petticoat.	True	False			True
Movies	Ernest Borgnine debuted on Broadway playing a male nurse in what production?	White Breath	Harvey	Annie Get Your Gun	Road to Hope	Harvey
Movies	In 1955, Ernest Borgnine starred in Marty, which earned him an Academy Award for Best Actor.	False	True			True
Movies	Ernest Borgnine played General Worden in this 1967 hit military movie.	The Wild Bunch	The Dirty Dozen II	The Dirty Dozen	Bad Day At Black Rock	The Dirty Dozen
Movies	How many times has Ernest Borgnine been married?	2	3	4	5	5
Movies	Ernest Borgnine portrayed Lt. Quinton McHale on The Phil Silvers Show from 1962-1966.	True	False			False
Movies	From 1984-1986, Ernest Borgnine starred with Jan-Michael Vincent as an aging helicopter pilot in which program?	Boones Sky	Airwolf	Flight Zero	Johnny Guitar	Airwolf
Movies	Actor Ernest Borgnine is a mason.	True	False			True
Movies	This is one of the first times that the Scarlet Letter was put on film. This silent version released in 1926 brings all the heart-wrenching drama of Hawthornes story, and is perhaps even more poignant without sound. Name the 2 stars who play Hester and Reverend Dimmesdale..	Douglas Fairbanks Sr and Mary Pickford	Lillian Gish and Lars Hanson	Dorothy Gish and John Gilbert	Louise Brooks and John Barrymore	Lillian Gish and Lars Hanson
Movies	When did the movie Scream hit the theaters?	1997	1996	1995	1994	1996
Movies	What is the name of the fictional town in which the movie Scream is set?	Woodsmith	Woodstock	Woodston	Woodsboro	Woodsboro
Movies	What is Sydneys mothers name in the movie Scream?	Riley	Penny	Dorothy	Maureen	Maureen
Movies	In the movie Scream what kind of a store does Randy work at?	Candy	Grocery	Liquor	Video	Video
Movies	Tatum, played by Rose McGowan in the movie Scream, died by being gutted and hung from a tree.	False	True			False
Movies	How long was the opening scene of the movie Scream?	11 mins	12 mins	10 mins	9 mins	12 mins
Movies	In the movie Scream did Matthew Lillard (Stu) ad-lib some of his lines?	No	Yes			Yes
Movies	This actor played partner/ sidekick and fellow escaped convict to John Goodmans character, in the 1987 Coen brothers movie Raising Arizona.	William H. Macy	John Turturro	Nicholas Cage	William Forsythe	William Forsythe
Movies	In Woody Allens movie Sleeper, a small pyramid statue is used by several party-goers as a sort of inebriator or mind altering device.	True	False			False
Movies	Which of the following actors has not appeared in an adaptation of Akira Kurosawas film Yojimbo?	Clint Eastwood	Bruce Willis	Christopher Walken	Kurt Russell	Kurt Russell
Movies	This actor played Jody, a kidnapped British soldier held by an IRA foot soldier with a transvestite lover in the 1992 film The Crying Game.	Stephan Rea	Forest Whitaker	Adrian Dunbar	Peter MacNicol	Forest Whitaker
Movies	The 1940 animated film Fantasia featured music by Johann Sebastian Bach.	True	False			True
Movies	This actor, famous for starring in the Matrix series, plays Tres father in the 1991 film Boyz N the Hood.	Yaphet Kotto	Laurence Fishburne	Denzel Washington	Danny Glover	Laurence Fishburne
Movies	After appearing in movies like Arachnophobia and Speed actor Jeff Daniels starred in this 1994 Farrelly brothers film.	Dumb and Dumber	Something Wild	Kingpin	Fargo	Dumb and Dumber
Movies	Joe Pesci and Robert De Niro are the only actors from Raging Bull that Scorsese ever cast twice.	True	False			False
Movies	Who was the title character in the movie Young Frankenstein?	Gene Hackman	Peter Boyle	Gene Wilder	Kenneth Mars	Gene Wilder
Movies	Mel Brooks shot in color the entire film Young Frankenstein.	False	True			False
Movies	What actress played the lab assistant, Inga in the movie Young Frankenstein?	Teri Garr	none of these	Madeline Kahn	Sally Struthers	Teri Garr
Movies	Who falls in love with the monster in the comedy film Young Frankenstein?	Elizabeth	Inga	no one	Inspector Kemp	Elizabeth
Movies	In the movie Young Frankenstein, how does Frederick lure the monster back to the castle?	He chases him back into the castle.	He entices him with food.	He plays music	He has Elizabeth call him.	He plays music
Movies	What was the musical performed by Frederick and the monster in the film Young Frankenstein?	Puttin on The Ritz	Its Alive!	Frau Blucher	My Name is Frankenstein!	Puttin on The Ritz
Movies	The film Young Frankenstein is a parody of the various film adaptations of the Frankenstein novel written by this novelist.	Mary Shelley	R.L. Stine	Stephen King	Robin Cook	Mary Shelley
Movies	What is the name of the huge blue diamond from the 1997 movie Titanic?	Blue Heart	Hope Diamond	Eye of the Hurricane	Heart of the Ocean	Heart of the Ocean
Movies	Which of these Academy Awards did the 1995 drama Braveheart NOT win?	Best Picture	Best Director	Costume Design	Best Makeup	Costume Design
Movies	What actor portrayed Paris in the 2004 movie Troy, based on Homers Iliad?	Brad Pitt	Sean Bean	Peter OToole	Orlando Bloom	Orlando Bloom
Movies	What was the tagline from the theatrical release poster of the 1994 movie Speed?	Sometimes speed saves lives.	As fast as you can.	Things are gonna get racy.	Get ready for rush hour.	Get ready for rush hour.
Movies	What is the name of the demon haunting Danas apartment in the 1984 sience fiction comedy Ghostbusters?	Caesar	Chester	Zuul	Akasha	Zuul
Movies	What happens to the shark at the end of the 1975 movie Jaws.	It escapes	They find out it is pregnant	It is killed	Non of these	It is killed
Movies	In what type of plant does Rockys buddy, Paulie, work in the 1976 movie Rocky?	Diapers plant	Weaponry plant	Candy plant	Meat-packing plant	Meat-packing plant
Movies	What happened to Madonna during the filming of the 1996 movie Evita?	She broke her leg.	She was infected with measles.	She got pregnant.	Her father passed away.	She got pregnant.
Movies	In what country was the 2000 Academy Award winning movie Gladiator filed?	England	All of these	Morocco	Malta	All of these
Movies	What actress appeared in the 1999 drama movie Magnolia, also starring Tom Cruise?	Reese Witherspoon	Julianne Moore	Julia Roberts	Minnie Driver	Julianne Moore
Movies	Denzel Washington was banned from watching movies as a child.	True	False			True
Movies	Denzel Washingtons parents divorced when he was five years old.	False	True			False
Movies	What was the first movie in which Denzel Washington starred?	Cry Freedom	Glory	Malcolm X	Carbon Copy	Carbon Copy
Movies	When was Denzel Washington born?	December 28, 1954	September 24, 1952	December 15, 1956	March 7, 1958	December 28, 1954
Movies	Denzel Washington turned down both the roles of Detective David Mills in Se7en and Cinque in Amistad.	False	True			True
